,Conf,MP_C,PTS_C,TRB_C,AST_C,FG%_C,3P%_C,Player Name,SOS,School,FT%_C,Pk,Tm,Yrs,DRAFT_YEAR,MP.1,PTS.1,TRB.1,AST.1,FG%,3P%,Player,FT%
394,Big 12,28.0,16.6,7.2,2.2,0.5579999999999999,0.364,DeMarre Carroll,6.72,Missouri,0.634,27,MEM,10.0,2009,23.9,8.9,4.2,1.3,0.434,0.36200000000000004,DeMarre Carroll,0.743
395,ACC,30.4,15.8,4.9,2.7,0.483,0.41700000000000004,Wayne Ellington,8.35,UNC,0.777,28,MIN,10.0,2009,21.1,8.0,2.2,1.1,0.41100000000000003,0.381,Wayne Ellington,0.8540000000000001
396,ACC,36.5,21.5,3.9,2.9,0.446,0.385,Toney Douglas,7.91,Florida State,0.81,29,LAL,8.0,2009,19.1,7.6,2.2,2.3,0.40399999999999997,0.354,Toney Douglas,0.8240000000000001
397,Pac-10,32.5,14.5,8.2,0.9,0.66,0.0,Jeff Pendergraph,7.82,Arizona State,0.779,31,SAC,6.0,2009,9.8,2.9,2.7,0.4,0.5529999999999999,0.4,Jeff Pendergraph,0.7759999999999999
398,CUSA,31.9,26.2,5.2,1.9,0.48,0.376,Jermaine Taylor,1.26,UCF,0.812,32,WAS,2.0,2009,12.1,5.4,1.7,0.7,0.441,0.284,Jermaine Taylor,0.73
399,Big East,31.6,16.1,7.5,1.2,0.525,0.0,Dante Cunningham,8.72,Villanova,0.6970000000000001,33,POR,10.0,2009,21.5,6.0,3.8,0.7,0.469,0.34,Dante Cunningham,0.649
400,Big East,29.4,13.6,4.1,1.3,0.474,0.385,DaJuan Summers,8.97,Georgetown,0.713,35,DET,4.0,2009,9.9,3.3,1.0,0.3,0.384,0.36700000000000005,DaJuan Summers,0.642
401,Big East,31.8,19.2,6.3,1.1,0.502,0.37200000000000005,Sam Young,8.61,Pitt,0.74,36,MEM,4.0,2009,15.9,5.8,2.3,0.7,0.442,0.28,Sam Young,0.742
402,Big East,27.3,15.7,12.3,1.2,0.593,,DeJuan Blair,8.61,Pitt,0.605,37,SAS,7.0,2009,16.6,6.8,5.1,0.8,0.524,0.0,DeJuan Blair,0.608
403,Pac-10,30.5,14.9,11.5,1.1,0.526,0.0,Jon Brockman,8.19,Washington,0.64,38,POR,3.0,2009,10.5,2.1,3.1,0.3,0.488,0.0,Jon Brockman,0.618
404,A-10,29.5,13.7,6.1,1.9,0.504,0.433,Derrick Brown,4.65,Xavier,0.741,40,CHA,3.0,2009,14.9,5.2,2.4,0.7,0.515,0.317,Derrick Brown,0.637
405,SEC,34.4,23.7,3.4,1.8,0.46299999999999997,0.406,Jodie Meeks,4.82,Kentucky,0.902,41,MIL,9.0,2009,22.6,9.3,2.1,1.1,0.418,0.37200000000000005,Jodie Meeks,0.879
406,SEC,33.8,12.1,6.6,2.4,0.41200000000000003,0.37799999999999995,Patrick Beverley,6.73,Arkansas,0.644,42,LAL,7.0,2009,28.4,9.3,4.1,3.4,0.41100000000000003,0.374,Patrick Beverley,0.768
407,SEC,31.9,21.1,5.5,2.1,0.47200000000000003,0.38799999999999996,Marcus Thornton,3.27,LSU,0.745,43,MIA,8.0,2009,23.4,11.9,2.8,1.4,0.425,0.358,Marcus Thornton,0.83
408,SEC,31.9,21.1,5.5,2.1,0.47200000000000003,0.38799999999999996,Marcus Thornton,3.27,LSU,0.745,45,BOS,,2015,,,,,,,Marcus Thornton,
409,SEC,31.9,21.1,5.5,2.1,0.47200000000000003,0.38799999999999996,Marcus Thornton,3.27,LSU,0.745,43,MIA,8.0,2009,23.4,11.9,2.8,1.4,0.425,0.358,Marcus Thornton,0.83
410,SEC,31.9,21.1,5.5,2.1,0.47200000000000003,0.38799999999999996,Marcus Thornton,3.27,LSU,0.745,45,BOS,,2015,,,,,,,Marcus Thornton,
411,Pac-10,37.6,18.0,6.2,3.4,0.48,0.39899999999999997,Chase Budinger,8.8,Arizona,0.8009999999999999,44,DET,7.0,2009,19.7,7.9,3.0,1.2,0.43,0.35200000000000004,Chase Budinger,0.797
412,SEC,33.3,17.2,5.3,6.4,0.48200000000000004,0.39,Nick Calathes,3.88,Florida,0.7070000000000001,45,MIN,2.0,2009,15.6,4.6,1.9,2.7,0.441,0.28800000000000003,Nick Calathes,0.581
413,ACC,27.4,13.1,4.7,2.7,0.47100000000000003,0.418,Danny Green,8.35,UNC,0.852,46,CLE,10.0,2009,25.2,8.8,3.4,1.6,0.419,0.397,Danny Green,0.816
414,Big 12,30.0,9.6,5.8,1.3,0.536,0.35700000000000004,Taylor Griffin,6.88,Oklahoma,0.7,48,PHO,1.0,2009,4.0,1.3,0.3,0.1,0.4,0.0,Taylor Griffin,0.5
415,Big Ten,26.7,10.4,8.4,1.6,0.521,0.43799999999999994,Goran Suton,9.37,Michigan State,0.848,50,UTA,,2009,,,,,,,Goran Suton,
416,ACC,32.2,19.3,3.1,2.8,0.449,0.45299999999999996,Jack McClinton,9.04,Miami (FL),0.885,51,SAS,,2009,,,,,,,Jack McClinton,
417,Big East,31.8,14.7,3.5,4.7,0.408,0.402,A.J. Price,8.57,UConn,0.721,52,IND,6.0,2009,15.1,5.8,1.4,2.2,0.38,0.316,A.J. Price,0.742
418,CUSA,36.5,17.6,4.9,2.1,0.397,0.34600000000000003,Robert Vaden,3.67,Alabama-Birmingham,0.74,54,CHA,,2009,,,,,,,Robert Vaden,
419,WCC,33.3,18.4,2.4,3.9,0.402,0.33799999999999997,Patrick Mills,1.49,Saint Mary's,0.8590000000000001,55,POR,10.0,2009,18.6,8.2,1.6,2.3,0.43200000000000005,0.39,Patrick Mills,0.8420000000000001
420,A-10,39.3,19.2,11.8,1.0,0.612,0.0,Ahmad Nivins,2.21,St. Joseph's,0.787,56,DAL,,2009,,,,,,,Ahmad Nivins,
421,OVC,36.0,27.5,7.9,4.2,0.449,0.355,Lester Hudson,-4.9,UT-Martin,0.8809999999999999,58,BOS,4.0,2009,10.4,4.7,1.4,1.2,0.375,0.27699999999999997,Lester Hudson,0.8059999999999999
422,Big 12,23.8,9.8,7.3,0.3,0.665,,Chinemelu Elonu,6.13,Texas A&M,0.628,59,LAL,,2009,,,,,,,Chinemelu Elonu,
423,CUSA,30.2,12.9,7.5,1.4,0.519,0.375,Robert Dozier,4.63,Memphis,0.721,60,MIA,,2009,,,,,,,Robert Dozier,
424,SEC,34.8,16.6,4.3,6.5,0.461,0.325,John Wall,6.82,Kentucky,0.754,1,WAS,9.0,2010,35.9,19.0,4.3,9.2,0.433,0.326,John Wall,0.782
425,Big Ten,35.7,20.4,9.2,6.0,0.519,0.364,Evan Turner,7.37,Ohio State,0.754,2,PHI,9.0,2010,27.8,10.2,4.8,3.5,0.433,0.298,Evan Turner,0.785
426,ACC,27.5,12.4,8.4,1.0,0.611,0.0,Derrick Favors,9.02,Georgia Tech,0.629,3,NJN,9.0,2010,26.0,11.5,7.2,1.1,0.519,0.218,Derrick Favors,0.6609999999999999
427,Big South,10.7,1.9,1.9,0.2,0.5710000000000001,,Wesley Johnson,-2.59,Charleston Southern,0.629,4,MIN,9.0,2010,22.6,7.1,3.2,1.1,0.40700000000000003,0.33899999999999997,Wesley Johnson,0.7440000000000001
428,SEC,23.5,15.1,9.8,1.0,0.5579999999999999,0.16699999999999998,DeMarcus Cousins,6.82,Kentucky,0.604,5,SAC,8.0,2010,32.3,21.5,11.0,3.2,0.46,0.33799999999999997,DeMarcus Cousins,0.737
429,Big 12,35.1,13.9,9.8,2.7,0.49,0.26899999999999996,Ekpe Udoh,8.03,Baylor,0.685,6,GSW,7.0,2010,15.7,3.6,3.0,0.7,0.44,0.0,Ekpe Udoh,0.723
430,Big East,34.2,16.1,9.6,3.8,0.525,0.259,Greg Monroe,9.55,Georgetown,0.66,7,DET,9.0,2010,28.5,13.6,8.5,2.2,0.515,0.0,Greg Monroe,0.706
431,ACC,31.3,15.8,10.7,1.3,0.447,0.273,Al-Farouq Aminu,8.85,Wake Forest,0.698,8,LAC,9.0,2010,24.9,7.5,6.0,1.2,0.42,0.336,Al-Farouq Aminu,0.73
432,Horizon,33.5,15.5,8.2,1.7,0.46399999999999997,0.294,Gordon Hayward,5.08,Butler,0.8290000000000001,9,UTA,9.0,2010,31.1,15.4,4.2,3.4,0.44299999999999995,0.365,Gordon Hayward,0.821
433,WAC,33.2,16.8,7.2,3.0,0.424,0.353,Paul George,1.31,Fresno State,0.909,10,IND,9.0,2010,33.4,18.8,6.3,3.2,0.431,0.375,Paul George,0.8440000000000001
434,Big 12,26.8,11.3,9.8,0.9,0.562,,Cole Aldrich,8.25,Kansas,0.679,11,NOH,8.0,2010,10.0,3.1,3.3,0.5,0.527,,Cole Aldrich,0.738
435,Big 12,27.5,13.4,4.4,1.5,0.45799999999999996,0.418,Xavier Henry,8.25,Kansas,0.7829999999999999,12,MEM,5.0,2010,15.7,5.7,1.9,0.6,0.406,0.325,Xavier Henry,0.635
436,ACC,27.9,13.4,9.6,1.0,0.578,,Ed Davis,9.83,UNC,0.659,13,TOR,9.0,2010,20.5,6.6,6.6,0.8,0.5660000000000001,0.0,Ed Davis,0.58
437,SEC,33.0,14.3,7.4,0.9,0.575,0.348,Patrick Patterson,6.82,Kentucky,0.6920000000000001,14,HOU,9.0,2010,22.5,7.2,4.3,1.1,0.452,0.368,Patrick Patterson,0.752
438,CAA,26.9,14.4,9.1,1.0,0.534,0.25,Larry Sanders,0.64,VCU,0.6409999999999999,15,MIL,6.0,2010,19.5,6.4,5.7,0.7,0.48,0.0,Larry Sanders,0.5529999999999999
439,WAC,37.1,21.9,8.9,2.1,0.5,0.41600000000000004,Luke Babbitt,2.56,Nevada,0.917,16,MIN,8.0,2010,14.0,4.8,2.2,0.6,0.408,0.402,Luke Babbitt,0.747
440,SEC,30.3,11.3,3.1,2.9,0.462,0.38299999999999995,Eric Bledsoe,6.82,Kentucky,0.667,18,OKC,9.0,2010,27.8,13.9,3.8,4.7,0.452,0.33799999999999997,Eric Bledsoe,0.7959999999999999
441,Big 12,29.5,11.6,2.9,2.1,0.43200000000000005,0.375,Avery Bradley,7.38,Texas,0.545,19,BOS,9.0,2010,28.4,12.2,3.0,1.7,0.43799999999999994,0.364,Avery Bradley,0.773
442,MWC,7.7,1.1,1.3,0.2,0.326,,James Anderson,5.76,BYU,0.26899999999999996,20,SAS,5.0,2010,17.5,5.8,2.3,1.2,0.41100000000000003,0.321,James Anderson,0.755
443,Big 12,35.1,16.5,8.5,2.2,0.42,0.31,Craig Brackins,8.37,Iowa State,0.76,21,OKC,2.0,2010,7.1,1.8,1.1,0.5,0.265,0.214,Craig Brackins,0.5
444,CUSA,33.3,17.9,4.0,3.8,0.45899999999999996,0.366,Elliot Williams,3.65,Memphis,0.758,22,POR,4.0,2010,13.5,4.9,1.5,0.9,0.42100000000000004,0.31,Elliot Williams,0.669
445,ACC,30.8,15.2,8.4,2.5,0.521,0.265,Trevor Booker,7.9,Clemson,0.591,23,MIN,8.0,2010,20.4,6.9,5.5,1.1,0.515,0.305,Trevor Booker,0.636
446,Big 12,30.3,18.0,10.3,1.0,0.501,0.38299999999999995,Damion James,7.38,Texas,0.674,24,ATL,4.0,2010,16.0,3.8,3.4,0.7,0.415,0.0,Damion James,0.667
447,Big East,37.1,21.4,6.1,3.6,0.45,0.311,Dominique Jones,7.21,South Florida,0.741,25,MEM,3.0,2010,9.3,3.1,1.4,1.8,0.366,0.095,Dominique Jones,0.7290000000000001
448,Pac-10,32.3,19.3,7.4,1.8,0.528,0.353,Quincy Pondexter,7.49,Washington,0.8270000000000001,26,OKC,7.0,2010,16.8,4.8,1.9,0.8,0.42,0.355,Quincy Pondexter,0.741
449,A-10,32.8,20.5,4.7,2.9,0.462,0.391,Jordan Crawford,5.94,Xavier,0.773,27,NJN,6.0,2010,24.4,12.2,2.5,3.1,0.41100000000000003,0.317,Jordan Crawford,0.826
450,ACC,33.9,19.6,4.6,6.3,0.429,0.359,Greivis Vasquez,7.95,Maryland,0.857,28,MEM,7.0,2010,23.7,9.0,2.5,4.8,0.418,0.349,Greivis Vasquez,0.8170000000000001
451,SEC,13.2,3.4,3.3,0.4,0.527,0.0,Daniel Orton,6.82,Kentucky,0.524,29,ORL,3.0,2010,10.6,2.8,2.5,0.5,0.485,0.0,Daniel Orton,0.597
452,Big East,32.3,18.1,7.5,1.5,0.43200000000000005,0.349,Lazar Hayward,8.23,Marquette,0.843,30,WAS,3.0,2010,8.2,2.9,1.3,0.5,0.34700000000000003,0.26899999999999996,Lazar Hayward,0.767
453,Big 12,19.1,10.4,5.9,0.5,0.654,,Dexter Pittman,7.38,Texas,0.556,32,MIA,4.0,2010,6.9,2.3,1.8,0.2,0.45,,Dexter Pittman,0.545
454,CUSA,26.1,13.1,8.9,0.3,0.524,0.6,Hassan Whiteside,1.57,Marshall,0.588,33,SAC,7.0,2010,26.8,13.7,11.6,0.5,0.57,0.28600000000000003,Hassan Whiteside,0.621
455,WAC,34.5,15.7,3.4,5.6,0.495,0.239,Armon Johnson,2.56,Nevada,0.6779999999999999,34,POR,2.0,2010,8.5,3.3,1.0,1.2,0.45799999999999996,0.4,Armon Johnson,0.679
456,SEC,31.5,15.1,4.6,1.5,0.43,0.341,Terrico White,5.77,Ole Miss,0.7140000000000001,36,DET,,2010,,,,,,,Terrico White,
457,MWC,33.6,15.9,9.3,4.6,0.44,0.361,Darington Hobson,3.84,New Mexico,0.653,37,MIL,1.0,2010,7.8,0.8,0.6,1.2,0.154,0.0,Darington Hobson,
458,Big East,32.5,12.1,3.4,4.9,0.43799999999999994,0.40700000000000003,Andy Rautins,7.21,Syracuse,0.815,38,NYK,1.0,2010,4.8,1.6,0.2,0.6,0.429,0.25,Andy Rautins,0.5
459,Pac-10,36.3,22.0,8.8,2.8,0.49,0.337,Landry Fields,6.5,Stanford,0.696,39,NYK,5.0,2010,23.6,6.8,4.3,1.6,0.473,0.332,Landry Fields,0.6659999999999999
460,Big East,28.2,12.3,5.4,2.5,0.44,0.21899999999999997,Lance Stephenson,8.45,Cincinnati,0.664,40,IND,9.0,2010,24.1,8.8,4.3,2.9,0.446,0.305,Lance Stephenson,0.6890000000000001
461,SEC,31.7,13.8,10.3,0.9,0.5820000000000001,,Jarvis Varnado,4.6,Mississippi State,0.61,41,MIA,2.0,2010,10.7,2.9,1.9,0.4,0.5820000000000001,,Jarvis Varnado,0.518
462,Big East,35.8,17.2,6.2,3.1,0.414,0.354,Da'Sean Butler,10.26,West Virginia,0.789,42,MIA,,2010,,,,,,,Da'Sean Butler,
463,Big East,34.1,12.0,8.1,2.4,0.457,0.1,Devin Ebanks,10.26,West Virginia,0.77,43,LAL,3.0,2010,11.3,3.6,1.9,0.4,0.385,0.222,Devin Ebanks,0.722
464,CUSA,29.8,15.4,9.1,1.3,0.5489999999999999,,Jerome Jordan,2.84,Tulsa,0.688,44,MIL,2.0,2010,7.6,2.8,2.0,0.3,0.528,,Jerome Jordan,0.852
465,ACC,25.8,13.1,8.5,0.4,0.529,0.0,Gani Lawal,9.02,Georgia Tech,0.5720000000000001,46,PHO,1.0,2010,2.0,0.0,0.0,0.0,,,Gani Lawal,
466,Big 12,24.0,10.3,7.9,0.8,0.547,0.235,Tiny Gallon,7.79,Oklahoma,0.6970000000000001,47,MIL,,2010,,,,,,,Tiny Gallon,
467,ACC,25.6,11.7,6.2,0.5,0.534,,Solomon Alabi,6.79,Florida State,0.794,50,DAL,2.0,2010,7.0,1.5,2.3,0.2,0.314,,Solomon Alabi,0.7
468,WAC,30.1,13.9,8.4,0.8,0.514,,Magnum Rolle,-0.4,Louisiana Tech,0.66,51,OKC,,2010,,,,,,,Magnum Rolle,
469,Big East,33.0,21.8,9.1,1.6,0.48100000000000004,0.309,Luke Harangody,6.22,Notre Dame,0.787,52,BOS,2.0,2010,12.4,3.6,2.8,0.5,0.376,0.24100000000000002,Luke Harangody,0.737
470,Big 12,32.3,16.3,3.3,4.1,0.43799999999999994,0.309,Willie Warren,7.79,Oklahoma,0.795,54,LAC,1.0,2010,7.1,1.9,0.6,1.4,0.371,0.33299999999999996,Willie Warren,0.75
471,Sun Belt,26.5,10.0,6.9,0.7,0.649,0.25,Jeremy Evans,-2.18,Western Kentucky,0.688,55,UTA,7.0,2010,10.5,3.5,2.6,0.4,0.569,0.231,Jeremy Evans,0.687
472,Big East,28.3,9.4,7.1,0.4,0.579,,Hamady N'Diaye,5.91,Rutgers,0.617,56,MIN,3.0,2010,4.8,0.6,0.8,0.1,0.467,,Hamady N'Diaye,0.462
473,ACC,22.7,6.8,4.0,1.1,0.491,,Ryan Reid,6.79,Florida State,0.597,57,IND,1.0,2010,3.4,1.6,0.4,0.0,0.8,,Ryan Reid,
474,CUSA,26.7,14.1,8.1,1.1,0.5670000000000001,0.267,Derrick Caracter,1.96,UTEP,0.672,58,LAL,1.0,2010,5.2,2.0,1.0,0.2,0.485,,Derrick Caracter,0.7390000000000001
475,Big East,34.2,14.5,7.6,1.0,0.525,0.342,Stanley Robinson,9.15,UConn,0.629,59,ORL,,2010,,,,,,,Stanley Robinson,
476,ACC,24.7,12.0,7.8,1.2,0.604,,Dwayne Collins,7.01,Miami (FL),0.569,60,PHO,,2010,,,,,,,Dwayne Collins,
477,ACC,27.5,17.5,3.4,4.3,0.529,0.462,Kyrie Irving,8.31,Duke,0.9009999999999999,1,CLE,8.0,2011,33.8,22.0,3.5,5.5,0.462,0.387,Kyrie Irving,0.8740000000000001
478,Big South,,11.1,3.2,3.2,0.418,0.431,Derrick Williams,-9.79,Birmingham-Southern,0.813,2,MIN,7.0,2011,20.7,8.9,4.0,0.7,0.434,0.3,Derrick Williams,0.71
479,Sun Belt,32.0,18.0,3.2,1.8,0.45899999999999996,0.418,Tristan Thompson,-5.07,North Texas,0.8340000000000001,4,CLE,8.0,2011,27.9,9.1,8.5,0.8,0.518,0.0,Tristan Thompson,0.607
480,SEC,35.9,17.3,4.0,4.2,0.423,0.377,Brandon Knight,8.91,Kentucky,0.795,8,DET,6.0,2011,31.3,15.2,3.3,4.3,0.415,0.35700000000000004,Brandon Knight,0.812
481,Big East,37.6,23.5,5.4,4.5,0.428,0.33,Kemba Walker,10.44,UConn,0.8190000000000001,9,CHA,8.0,2011,34.0,19.3,3.8,5.4,0.41700000000000004,0.359,Kemba Walker,0.835
482,MWC,35.8,28.9,3.4,4.3,0.452,0.396,Jimmer Fredette,5.76,BYU,0.894,10,MIL,5.0,2011,13.4,6.0,1.0,1.4,0.41200000000000003,0.381,Jimmer Fredette,0.8759999999999999
483,Pac-10,34.7,21.6,5.2,3.7,0.436,0.39799999999999996,Klay Thompson,6.81,Washington State,0.838,11,GSW,8.0,2011,33.0,19.3,3.4,2.3,0.45799999999999996,0.418,Klay Thompson,0.8490000000000001
484,Big 12,31.4,20.5,6.5,2.9,0.469,0.292,Alec Burks,5.61,Colorado,0.825,12,UTA,8.0,2011,20.8,9.6,2.9,1.6,0.425,0.35700000000000004,Alec Burks,0.768
485,Big 12,24.4,13.6,8.3,1.4,0.589,0.424,Markieff Morris,7.62,Kansas,0.6729999999999999,13,PHO,8.0,2011,26.4,11.8,5.6,1.7,0.45,0.33799999999999997,Markieff Morris,0.7809999999999999
486,Big 12,28.3,17.2,7.6,1.6,0.57,0.342,Marcus Morris,7.62,Kansas,0.688,14,HOU,8.0,2011,26.3,11.3,4.5,1.5,0.43,0.361,Marcus Morris,0.735
487,MWC,32.6,15.5,10.6,2.5,0.444,0.29100000000000004,Kawhi Leonard,6.36,San Diego State,0.759,15,IND,8.0,2011,30.5,16.6,6.2,2.3,0.494,0.384,Kawhi Leonard,0.846
488,Pac-10,34.9,17.1,10.3,1.6,0.505,0.349,Nikola Vucevic,7.96,USC,0.755,16,PHI,8.0,2011,29.8,15.0,9.9,2.2,0.501,0.321,Nikola Vucevic,0.7340000000000001
489,ACC,32.0,17.3,5.9,3.5,0.406,0.278,Iman Shumpert,5.68,Georgia Tech,0.8059999999999999,17,NYK,8.0,2011,25.4,7.4,3.4,1.9,0.39799999999999996,0.34299999999999997,Iman Shumpert,0.768
490,ACC,29.1,13.1,6.8,1.2,0.434,0.368,Chris Singleton,6.45,Florida State,0.667,18,WAS,3.0,2011,17.6,4.1,3.2,0.6,0.376,0.319,Chris Singleton,0.633
491,SEC,29.2,15.3,7.3,1.3,0.46,0.303,Tobias Harris,8.73,Tennessee,0.753,19,CHA,8.0,2011,29.8,14.9,5.7,1.7,0.469,0.36,Tobias Harris,0.812
492,ACC,34.0,20.6,4.5,5.1,0.45799999999999996,0.35,Nolan Smith,8.31,Duke,0.813,21,POR,2.0,2011,9.9,3.3,1.0,1.2,0.371,0.26,Nolan Smith,0.7140000000000001
493,OVC,34.7,17.3,14.5,1.1,0.623,,Kenneth Faried,-3.13,Morehead State,0.5770000000000001,22,DEN,8.0,2011,24.6,11.3,8.1,1.0,0.544,0.1,Kenneth Faried,0.654
494,ACC,34.1,18.2,4.3,4.5,0.503,0.42,Reggie Jackson,7.31,Boston College,0.7959999999999999,24,OKC,8.0,2011,24.9,12.5,3.0,4.4,0.428,0.319,Reggie Jackson,0.856
495,Big East,36.5,24.6,7.0,2.5,0.483,0.34,MarShon Brooks,6.44,Providence,0.772,25,BOS,5.0,2011,17.6,8.1,2.2,1.5,0.445,0.35100000000000003,MarShon Brooks,0.759
496,Patriot,22.5,6.5,1.7,0.9,0.397,0.32799999999999996,Jordan Hamilton,-5.14,Lehigh,0.809,26,DAL,5.0,2011,13.9,5.9,2.8,0.8,0.408,0.35700000000000004,Jordan Hamilton,0.67
497,Big Ten,35.4,20.5,8.6,1.0,0.494,0.294,JaJuan Johnson,8.69,Purdue,0.809,27,NJN,1.0,2011,8.3,3.2,1.6,0.2,0.446,,JaJuan Johnson,0.667
498,Horizon,35.7,21.7,5.8,5.3,0.439,0.342,Norris Cole,1.74,Cleveland State,0.853,28,CHI,6.0,2011,22.3,7.0,2.0,2.7,0.40700000000000003,0.324,Norris Cole,0.743
499,Big 12,32.4,10.4,3.6,3.0,0.42200000000000004,0.413,Cory Joseph,7.96,Texas,0.6990000000000001,29,SAS,8.0,2011,21.1,7.0,2.5,2.7,0.451,0.336,Cory Joseph,0.7609999999999999
500,Big East,34.6,15.7,6.1,2.3,0.49,0.345,Jimmy Butler,8.51,Marquette,0.7829999999999999,30,CHI,8.0,2011,32.9,16.5,4.9,3.4,0.45399999999999996,0.342,Jimmy Butler,0.831
501,A-10,31.8,17.9,6.9,1.2,0.534,0.44799999999999995,Justin Harper,2.79,Richmond,0.797,32,CLE,3.0,2011,6.8,2.0,0.8,0.2,0.34,0.276,Justin Harper,0.33299999999999996
502,ACC,34.8,16.9,6.8,1.6,0.43,0.321,Kyle Singler,8.31,Duke,0.8059999999999999,33,DET,6.0,2011,21.9,6.5,2.9,0.8,0.418,0.36200000000000004,Kyle Singler,0.7859999999999999
503,Horizon,32.1,16.0,4.5,3.4,0.408,0.354,Shelvin Mack,5.02,Butler,0.769,34,WAS,8.0,2011,18.2,6.6,2.0,3.1,0.429,0.33399999999999996,Shelvin Mack,0.735
504,Pac-10,35.0,12.8,7.2,2.8,0.406,0.36200000000000004,Tyler Honeycutt,7.93,UCLA,0.736,35,SAC,2.0,2011,5.0,1.2,1.0,0.4,0.314,0.2,Tyler Honeycutt,0.7140000000000001
505,ACC,32.5,16.9,11.8,0.6,0.5379999999999999,,Jordan Williams,5.76,Maryland,0.575,36,NJN,1.0,2011,14.8,4.6,3.6,0.3,0.507,,Jordan Williams,0.652
506,SEC,31.2,16.4,7.6,1.4,0.48100000000000004,0.311,Trey Thompkins,6.13,Georgia,0.6890000000000001,37,LAC,1.0,2011,5.0,2.4,1.0,0.1,0.39299999999999996,0.308,Trey Thompkins,0.7140000000000001
507,SEC,34.1,11.3,7.8,3.8,0.48,0.368,Chandler Parsons,7.57,Florida,0.557,38,HOU,8.0,2011,30.9,13.0,4.6,2.8,0.466,0.376,Chandler Parsons,0.708
508,Big Ten,33.5,18.3,7.2,1.6,0.47,0.37,Jon Leuer,9.41,Wisconsin,0.843,40,MIL,8.0,2011,16.3,6.6,3.9,0.8,0.478,0.332,Jon Leuer,0.767
509,Big Ten,34.8,15.0,4.0,6.7,0.489,0.25,Darius Morris,10.68,Michigan,0.715,41,LAL,4.0,2011,11.1,3.3,1.0,1.4,0.384,0.322,Darius Morris,0.63
510,Pac-10,33.1,13.1,3.1,2.0,0.43700000000000006,0.295,Malcolm Lee,7.93,UCLA,0.778,43,CHI,3.0,2011,14.8,3.9,1.8,1.4,0.382,0.294,Malcolm Lee,0.703
511,CAA,37.3,22.6,3.4,4.8,0.517,0.42,Charles Jenkins,0.13,Hofstra,0.8240000000000001,44,GSW,2.0,2011,12.1,3.7,0.9,1.9,0.434,0.182,Charles Jenkins,0.754
512,SEC,28.5,7.6,8.7,0.8,0.611,0.2,Josh Harrellson,8.91,Kentucky,0.589,45,NOH,3.0,2011,11.8,3.5,3.0,0.3,0.43799999999999994,0.34700000000000003,Josh Harrellson,0.629
513,Southern,35.2,23.7,3.9,4.2,0.455,0.40700000000000003,Andrew Goudelock,-1.04,College of Charleston,0.821,46,LAL,3.0,2011,9.7,4.0,0.7,0.5,0.39299999999999996,0.345,Andrew Goudelock,0.875
514,SEC,32.2,14.4,7.2,2.9,0.49200000000000005,0.302,Travis Leslie,6.13,Georgia,0.8009999999999999,47,LAC,1.0,2011,4.5,1.4,0.9,0.5,0.35700000000000004,,Travis Leslie,0.444
515,Summit,32.4,17.9,10.1,1.1,0.547,0.391,Keith Benson,0.1,Oakland,0.643,48,ATL,1.0,2011,3.0,0.0,1.0,0.0,0.0,,Keith Benson,
516,Big 12,20.4,7.9,2.2,2.2,0.373,0.36200000000000004,Josh Selby,7.62,Kansas,0.757,49,MEM,2.0,2011,7.8,2.2,0.5,0.9,0.33,0.14300000000000002,Josh Selby,0.72
517,A-10,33.9,11.6,8.6,2.3,0.48,0.294,Lavoy Allen,4.23,Temple,0.6970000000000001,50,PHI,6.0,2011,17.8,4.8,4.8,1.0,0.47100000000000003,0.133,Lavoy Allen,0.682
518,Big Ten,35.7,12.6,2.6,2.4,0.507,0.502,Jon Diebler,8.38,Ohio State,0.81,51,POR,,2011,,,,,,,Jon Diebler,
519,SEC,24.5,11.6,5.4,0.8,0.593,,Vernon Macklin,7.57,Florida,0.451,52,DET,1.0,2011,5.9,2.0,1.5,0.2,0.5429999999999999,,Vernon Macklin,0.5710000000000001
520,SEC,31.6,8.6,4.0,2.5,0.424,0.391,DeAndre Liggins,8.91,Kentucky,0.648,53,ORL,5.0,2011,10.8,2.0,1.4,0.7,0.402,0.35200000000000004,DeAndre Liggins,0.5489999999999999
521,Big Ten,33.9,18.0,5.1,3.2,0.447,0.4,E'Twaun Moore,8.69,Purdue,0.7090000000000001,55,BOS,8.0,2011,21.4,8.0,2.0,1.8,0.462,0.39,E'Twaun Moore,0.7340000000000001
522,Pac-10,31.9,16.8,3.5,6.1,0.445,0.349,Isaiah Thomas,7.74,Washington,0.7190000000000001,60,SAC,7.0,2011,29.8,18.9,2.6,5.1,0.439,0.361,Isaiah Thomas,0.877
523,OVC,35.6,15.2,5.2,2.8,0.406,0.284,Anthony Davis,-1.97,Austin Peay,0.755,1,NOH,7.0,2012,34.9,23.6,10.4,2.0,0.516,0.312,Anthony Davis,0.795
524,SEC,31.1,11.9,7.4,1.9,0.491,0.255,Michael Kidd-Gilchrist,7.93,Kentucky,0.745,2,CHA,7.0,2012,26.4,9.1,5.9,1.2,0.47700000000000004,0.205,Michael Kidd-Gilchrist,0.708
525,SEC,34.2,14.8,6.7,2.2,0.445,0.33899999999999997,Bradley Beal,7.33,Florida,0.769,3,WAS,7.0,2012,33.9,18.8,3.8,3.4,0.446,0.39,Bradley Beal,0.792
